repo	seed	author	commits	commitShare	lines	lineShare	gap	filesSampled	filesTotal	authorsTotal
willnorris/imageproxy	c	Harrison Healey	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Hugues Alary	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Denis Izmaylov	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	James Reggio	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	John Bolliger	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	yvind Ngai Johnsen	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Mauro Ciancio	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Mike Dalessio	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Michael Carey	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Simon Ramsay	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Parker Moore	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Paul Roy	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Phil Howell	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	xavren	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Romanos	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Sevki	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Thom Wright	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Vincent Reydet	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Victor Trac	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Vincent Reydet	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Wilrik	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	Yassine ABOUKIR	1	0.002092	0	0.000000	-0.002092	2	45	52
willnorris/imageproxy	c	yinpeng	1	0.002092	0	0.000000	-0.002092	2	45	52
mcuadros/ofelia	a	Taras	23	0.095436	1115	0.521515	0.426080	15	51	43
mcuadros/ofelia	a	Máximo Cuadros	47	0.195021	691	0.323199	0.128179	15	51	43
mcuadros/ofelia	a	Taras Postument	25	0.103734	123	0.057530	-0.046204	15	51	43
mcuadros/ofelia	a	Wallace	1	0.004149	61	0.028531	0.024382	15	51	43
mcuadros/ofelia	a	Taras	19	0.078838	35	0.016370	-0.062468	15	51	43
mcuadros/ofelia	a	Henadz Trubach	1	0.004149	20	0.009355	0.005205	15	51	43
mcuadros/ofelia	a	github-actions[bot]	69	0.286307	14	0.006548	-0.279759	15	51	43
mcuadros/ofelia	a	CircleCI	3	0.012448	13	0.006080	-0.006368	15	51	43
mcuadros/ofelia	a	Dimitri Herzog	3	0.012448	12	0.005613	-0.006835	15	51	43
mcuadros/ofelia	a	Peter Teich	2	0.008299	11	0.005145	-0.003154	15	51	43
mcuadros/ofelia	a	thatside	2	0.008299	10	0.004677	-0.003621	15	51	43
mcuadros/ofelia	a	Jonathan Gough	1	0.004149	8	0.003742	-0.000408	15	51	43
mcuadros/ofelia	a	Taras	7	0.029046	7	0.003274	-0.025772	15	51	43
mcuadros/ofelia	a	Marcel Horner	1	0.004149	6	0.002806	-0.001343	15	51	43
mcuadros/ofelia	a	WoLfulus	2	0.008299	4	0.001871	-0.006428	15	51	43
mcuadros/ofelia	a	Arumugam J	1	0.004149	3	0.001403	-0.002746	15	51	43
mcuadros/ofelia	a	Matt Vinall	1	0.004149	2	0.000935	-0.003214	15	51	43
mcuadros/ofelia	a	Remco Schoen	1	0.004149	2	0.000935	-0.003214	15	51	43
mcuadros/ofelia	a	guoguangwu	1	0.004149	1	0.000468	-0.003682	15	51	43
mcuadros/ofelia	a	dependabot[bot]	4	0.016598	0	0.000000	-0.016598	15	51	43
mcuadros/ofelia	a	Peter	3	0.012448	0	0.000000	-0.012448	15	51	43
mcuadros/ofelia	a	Vadim Markovtsev	2	0.008299	0	0.000000	-0.008299	15	51	43
mcuadros/ofelia	a	Joanna Paulger	2	0.008299	0	0.000000	-0.008299	15	51	43
mcuadros/ofelia	a	Dominik Polzer	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Gediminas Milašius	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Aaron Neustedter	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Alce Ops	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Ashley Sommer	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Ludal	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	fresus	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Jens Willemsens	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	JeLuF	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Kirtan Gajjar	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	ksurl	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Lennard Berger	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Sébastien Celles	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Simone M. Zucchi	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Tano Abeleyra	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Cody Hiar	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Tim Gerundt	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Carlos Cobo	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Varlog Err	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	a	Vitaliy Tverdokhlib	1	0.004149	0	0.000000	-0.004149	15	51	43
mcuadros/ofelia	b	Taras	23	0.095436	729	0.380679	0.285243	16	51	43
mcuadros/ofelia	b	Máximo Cuadros	47	0.195021	646	0.337337	0.142316	16	51	43
mcuadros/ofelia	b	Taras Postument	25	0.103734	269	0.140470	0.036736	16	51	43
mcuadros/ofelia	b	CircleCI	3	0.012448	132	0.068930	0.056481	16	51	43
mcuadros/ofelia	b	taraspos	19	0.078838	36	0.018799	-0.060039	16	51	43
mcuadros/ofelia	b	github-actions[bot]	69	0.286307	26	0.013577	-0.272730	16	51	43
mcuadros/ofelia	b	Wallace	1	0.004149	25	0.013055	0.008905	16	51	43
mcuadros/ofelia	b	thatside	2	0.008299	10	0.005222	-0.003077	16	51	43
mcuadros/ofelia	b	Dimitri Herzog	3	0.012448	8	0.004178	-0.008271	16	51	43
mcuadros/ofelia	b	Peter Teich	2	0.008299	8	0.004178	-0.004121	16	51	43
mcuadros/ofelia	b	Henadz Trubach	1	0.004149	6	0.003133	-0.001016	16	51	43
mcuadros/ofelia	b	Marcel Horner	1	0.004149	6	0.003133	-0.001016	16	51	43
mcuadros/ofelia	b	Ashley Sommer	1	0.004149	5	0.002611	-0.001538	16	51	43
mcuadros/ofelia	b	Taras	7	0.029046	2	0.001044	-0.028001	16	51	43
mcuadros/ofelia	b	Peter	3	0.012448	2	0.001044	-0.011404	16	51	43
mcuadros/ofelia	b	Arumugam J	1	0.004149	2	0.001044	-0.003105	16	51	43
mcuadros/ofelia	b	Varlog Err	1	0.004149	2	0.001044	-0.003105	16	51	43
mcuadros/ofelia	b	guoguangwu	1	0.004149	1	0.000522	-0.003627	16	51	43
mcuadros/ofelia	b	dependabot[bot]	4	0.016598	0	0.000000	-0.016598	16	51	43
mcuadros/ofelia	b	Vadim Markovtsev	2	0.008299	0	0.000000	-0.008299	16	51	43
mcuadros/ofelia	b	Joanna Paulger	2	0.008299	0	0.000000	-0.008299	16	51	43
mcuadros/ofelia	b	WoLfulus	2	0.008299	0	0.000000	-0.008299	16	51	43
mcuadros/ofelia	b	Dominik Polzer	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Gediminas Milašius	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Aaron Neustedter	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Alce Ops	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Ludal	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	fresus	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Jens Willemsens	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	JeLuF	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Jonathan Gough	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Kirtan Gajjar	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	ksurl	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Lennard Berger	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Matt Vinall	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Remco Schoen	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Sébastien Celles	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Simone M. Zucchi	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Tano Abeleyra	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Cody Hiar	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Tim Gerundt	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Carlos Cobo	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	b	Vitaliy Tverdokhlib	1	0.004149	0	0.000000	-0.004149	16	51	43
mcuadros/ofelia	c	Máximo Cuadros	47	0.195021	483	0.408975	0.213955	11	51	43
mcuadros/ofelia	c	Taras Postument	25	0.103734	292	0.247248	0.143514	11	51	43
mcuadros/ofelia	c	Taras	23	0.095436	216	0.182896	0.087460	11	51	43
mcuadros/ofelia	c	CircleCI	3	0.012448	135	0.114310	0.101862	11	51	43
mcuadros/ofelia	c	Taras	19	0.078838	35	0.029636	-0.049202	11	51	43
mcuadros/ofelia	c	fresus	1	0.004149	6	0.005080	0.000931	11	51	43
mcuadros/ofelia	c	Marcel Horner	1	0.004149	6	0.005080	0.000931	11	51	43
mcuadros/ofelia	c	github-actions[bot]	69	0.286307	5	0.004234	-0.282073	11	51	43
mcuadros/ofelia	c	Dimitri Herzog	3	0.012448	2	0.001693	-0.010755	11	51	43
mcuadros/ofelia	c	guoguangwu	1	0.004149	1	0.000847	-0.003303	11	51	43
mcuadros/ofelia	c	Taras	7	0.029046	0	0.000000	-0.029046	11	51	43
mcuadros/ofelia	c	dependabot[bot]	4	0.016598	0	0.000000	-0.016598	11	51	43
mcuadros/ofelia	c	Peter	3	0.012448	0	0.000000	-0.012448	11	51	43
mcuadros/ofelia	c	thatside	2	0.008299	0	0.000000	-0.008299	11	51	43
mcuadros/ofelia	c	Vadim Markovtsev	2	0.008299	0	0.000000	-0.008299	11	51	43
mcuadros/ofelia	c	Joanna Paulger	2	0.008299	0	0.000000	-0.008299	11	51	43
mcuadros/ofelia	c	Peter Teich	2	0.008299	0	0.000000	-0.008299	11	51	43
mcuadros/ofelia	c	WoLfulus	2	0.008299	0	0.000000	-0.008299	11	51	43
mcuadros/ofelia	c	Henadz Trubach	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Dominik Polzer	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Gediminas Milašius	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Aaron Neustedter	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Alce Ops	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Ashley Sommer	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Ludal	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Jens Willemsens	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	JeLuF	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Jonathan Gough	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Kirtan Gajjar	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	ksurl	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Wallace	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Lennard Berger	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Matt Vinall	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Remco Schoen	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Sébastien Celles	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Simone M. Zucchi	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Arumugam J	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Tano Abeleyra	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Cody Hiar	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Tim Gerundt	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Carlos Cobo	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Varlog Err	1	0.004149	0	0.000000	-0.004149	11	51	43
mcuadros/ofelia	c	Vitaliy Tverdokhlib	1	0.004149	0	0.000000	-0.004149	11	51	43
linkedin/Burrow	a	Todd Palino	47	0.112981	3348	0.751178	0.638197	22	91	127
linkedin/Burrow	a	Tim Cuthbertson	9	0.021635	307	0.068880	0.047246	22	91	127
linkedin/Burrow	a	Todd Palino	48	0.115385	213	0.047790	-0.067595	22	91	127
linkedin/Burrow	a	Vlad Gorodetsky	75	0.180288	177	0.039713	-0.140576	22	91	127
linkedin/Burrow	a	Vlad Gorodetsky	17	0.040865	139	0.031187	-0.009678	22	91	127
linkedin/Burrow	a	Lawrence	3	0.007212	53	0.011891	0.004680	22	91	127
linkedin/Burrow	a	jgmchan	1	0.002404	31	0.006955	0.004552	22	91	127
linkedin/Burrow	a	Clemens Valiente	9	0.021635	30	0.006731	-0.014904	22	91	127
linkedin/Burrow	a	Trevor North	2	0.004808	26	0.005834	0.001026	22	91	127
linkedin/Burrow	a	Joseph Glanville	1	0.002404	19	0.004263	0.001859	22	91	127
linkedin/Burrow	a	Sergei Klochkov	1	0.002404	16	0.003590	0.001186	22	91	127
linkedin/Burrow	a	Mpampis Kostas	1	0.002404	12	0.002692	0.000289	22	91	127
linkedin/Burrow	a	Raymond	5	0.012019	11	0.002468	-0.009551	22	91	127
linkedin/Burrow	a	Usiel Riedl	3	0.007212	10	0.002244	-0.004968	22	91	127
linkedin/Burrow	a	Max Tuzzolino	1	0.002404	8	0.001795	-0.000609	22	91	127
linkedin/Burrow	a	Shu Heng	3	0.007212	7	0.001571	-0.005641	22	91	127
linkedin/Burrow	a	luva	2	0.004808	7	0.001571	-0.003237	22	91	127
linkedin/Burrow	a	Christopher Beard	1	0.002404	6	0.001346	-0.001058	22	91	127
linkedin/Burrow	a	Nils Larsgård	1	0.002404	6	0.001346	-0.001058	22	91	127
linkedin/Burrow	a	dependabot[bot]	8	0.019231	4	0.000897	-0.018333	22	91	127
linkedin/Burrow	a	Christoph Hösler	3	0.007212	4	0.000897	-0.006314	22	91	127
linkedin/Burrow	a	Justin Nauman	1	0.002404	4	0.000897	-0.001506	22	91	127
linkedin/Burrow	a	Elad Leev	1	0.002404	3	0.000673	-0.001731	22	91	127
linkedin/Burrow	a	Roni Lichtman	1	0.002404	3	0.000673	-0.001731	22	91	127
linkedin/Burrow	a	jsvisa	14	0.033654	2	0.000449	-0.033205	22	91	127
linkedin/Burrow	a	HIMANSHU SHARMA	1	0.002404	2	0.000449	-0.001955	22	91	127
linkedin/Burrow	a	Eric Long	1	0.002404	2	0.000449	-0.001955	22	91	127
linkedin/Burrow	a	ygsa	1	0.002404	2	0.000449	-0.001955	22	91	127
linkedin/Burrow	a	Diego Alvarez	9	0.021635	1	0.000224	-0.021410	22	91	127
linkedin/Burrow	a	Lukas Vanhoucke	4	0.009615	1	0.000224	-0.009391	22	91	127
linkedin/Burrow	a	Dominic Evans	1	0.002404	1	0.000224	-0.002179	22	91	127
linkedin/Burrow	a	klDen	1	0.002404	1	0.000224	-0.002179	22	91	127
linkedin/Burrow	a	Tomas Baltrunas	1	0.002404	1	0.000224	-0.002179	22	91	127
linkedin/Burrow	a	Mark Riley	6	0.014423	0	0.000000	-0.014423	22	91	127
linkedin/Burrow	a	ms7s	5	0.012019	0	0.000000	-0.012019	22	91	127
linkedin/Burrow	a	Roger Hwang	4	0.009615	0	0.000000	-0.009615	22	91	127
linkedin/Burrow	a	Oleksandr Diamantopulo	3	0.007212	0	0.000000	-0.007212	22	91	127
linkedin/Burrow	a	Jan te Beest	3	0.007212	0	0.000000	-0.007212	22	91	127
linkedin/Burrow	a	Jimmy Bonds	3	0.007212	0	0.000000	-0.007212	22	91	127
linkedin/Burrow	a	Mikhail Chugunkov	3	0.007212	0	0.000000	-0.007212	22	91	127
linkedin/Burrow	a	Radu Brumariu	3	0.007212	0	0.000000	-0.007212	22	91	127
linkedin/Burrow	a	Stéphane Cottin	3	0.007212	0	0.000000	-0.007212	22	91	127
linkedin/Burrow	a	vas78	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Alvaro Olmedo	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Christian Gregg	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	curtiseppel	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Hang Sun	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Hortal, Javier	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Jesse Yates	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Shuai Lin	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	matsu-chara	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Mark Drago	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	meimeil	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Mario Longobardi	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Mark Penny	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	David Pippenger	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Radovenchyk	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Sahil Thapar	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	JW Song	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Tom Noonan II	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Christophe Marchal	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	vvuibert	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Christos Trochalakis	2	0.004808	0	0.000000	-0.004808	22	91	127
linkedin/Burrow	a	Salman Muin Kayser Chishti	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	hunshenshi	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Tom Lee	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Adam Shannon	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Alessandro D. Gagliardi	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	AJ Bourg	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	aseev-xx	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	André	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Asaf Levy	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	The Gitter Badger	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Benjamin Jorand	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Jorge Luis Betancourt	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Chris Pinola	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Chad Jefferies	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Christian Kniep	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Jordan Moore	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	daniel	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Daniel Wojda	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Daniel Fox	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Dennis	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Dionysis Grigoropoulos	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	kanga333	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Nick Novitski	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	golint fixer	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Ivan Angelov	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	James Bennett	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Jim Plush	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	John Holland	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Joshua Sorenson	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Josselin Costanzi	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	justin-chen	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Kobi Hikri	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Karolis	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Megan Patten	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Manuel Rüger	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Marcus King	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Mario Weigel	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Leon Zhang	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Michael Wain	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Moritz Nisblé	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	nan	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Nathan Witmer	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Paco Viramontes	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Stefan	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Ricky Taylor	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Rogier Slag	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Ratish Ravindran	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Expert	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Sebastien Lavoie	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	sergeykranga	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Simon Thorley	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Skunnyk	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Shrijeet Paliwal	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Thiago Dantas	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Thibault Deutsch	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Tobias Jungel	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	tnorden	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Todd Palino	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Vincent Rischmann	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Lavaerius	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	BewareMyPower	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Ryan Biesemeyer	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	matsu-chara	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	a	Dandan Zhang	1	0.002404	0	0.000000	-0.002404	22	91	127
linkedin/Burrow	b	Todd Palino	47	0.112981	2534	0.695008	0.582027	17	91	127
linkedin/Burrow	b	Vlad Gorodetsky	75	0.180288	275	0.075425	-0.104863	17	91	127
linkedin/Burrow	b	bai	17	0.040865	151	0.041415	0.000550	17	91	127
linkedin/Burrow	b	Tim Cuthbertson	9	0.021635	111	0.030444	0.008810	17	91	127
linkedin/Burrow	b	Sergei Klochkov	1	0.002404	100	0.027427	0.025023	17	91	127
linkedin/Burrow	b	Max Tuzzolino	1	0.002404	77	0.021119	0.018715	17	91	127
linkedin/Burrow	b	justin-chen	1	0.002404	53	0.014536	0.012133	17	91	127
linkedin/Burrow	b	BewareMyPower	1	0.002404	37	0.010148	0.007744	17	91	127
linkedin/Burrow	b	Moritz Nisblé	1	0.002404	30	0.008228	0.005824	17	91	127
linkedin/Burrow	b	Stefan	1	0.002404	27	0.007405	0.005002	17	91	127
linkedin/Burrow	b	Diego Alvarez	9	0.021635	26	0.007131	-0.014504	17	91	127
linkedin/Burrow	b	Jesse Yates	2	0.004808	24	0.006583	0.001775	17	91	127
linkedin/Burrow	b	Oleksandr Diamantopulo	3	0.007212	22	0.006034	-0.001178	17	91	127
linkedin/Burrow	b	Raymond	5	0.012019	18	0.004937	-0.007082	17	91	127
linkedin/Burrow	b	Shu Heng	3	0.007212	15	0.004114	-0.003097	17	91	127
linkedin/Burrow	b	Mikhail Chugunkov	3	0.007212	15	0.004114	-0.003097	17	91	127
linkedin/Burrow	b	Chris Pinola	1	0.002404	15	0.004114	0.001710	17	91	127
linkedin/Burrow	b	Jimmy Bonds	3	0.007212	13	0.003566	-0.003646	17	91	127
linkedin/Burrow	b	Todd Palino	48	0.115385	11	0.003017	-0.112368	17	91	127
linkedin/Burrow	b	Ricky Taylor	1	0.002404	11	0.003017	0.000613	17	91	127
linkedin/Burrow	b	dependabot[bot]	8	0.019231	10	0.002743	-0.016488	17	91	127
